Question,Answer,Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
how can I make sure I’m emotionally prepared for sex?,"Ask yourself if you're ready and comfortable enough to have sex. Try to keep an open mind and try to avoid setting unrealistic expectations. Protect yourself from pregnancy and STDs with condoms and dental dams. Shave your genitals, legs and armpits (if you want to). Take a bath, wear lingerie or do something that makes you feel sexy.",https://www.bing.com/ck/a?!&&p=245d0cb3bc4f99e6JmltdHM9MTcyMjI5NzYwMCZpZ3VpZD0yMDliNjRhMy1kMjdkLTYzODAtMmU0OC03MGY4ZDM3OTYyY2EmaW5zaWQ9NTQ0NQ&ptn=3&ver=2&hsh=3&fclid=209b64a3-d27d-6380-2e48-70f8d37962ca&psq=how+can+I+make+sure+I%e2%80%99m+emotionally+prepared+for+sex%3f&u=a1aHR0cHM6Ly93d3cud2lraWhvdy5jb20vUHJlcGFyZS1Zb3Vyc2VsZi1mb3ItSW50aW1hY3kjOn46dGV4dD1Bc2slMjB5b3Vyc2VsZiUyMGlmJTIweW91JUUyJTgwJTk5cmUlMjByZWFkeSUyMGFuZCUyMGNvbWZvcnRhYmxlJTIwZW5vdWdoLG9yJTIwZG8lMjBzb21ldGhpbmclMjB0aGF0JTIwbWFrZXMlMjB5b3UlMjBmZWVsJTIwc2V4eS4&ntb=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What should I do if my partner wants to have sex but I don’t?,"Being refused is an essential part of life for anyone who is proactive in getting their desires met. For those who are reluctant to have sex they can try Masterbation. Masterbation is the most common strategy that participants in this sample described using, when one partner wanted  sex and the other wasn't interested",https://www.bing.com/ck/a?!&&p=b5c6c827b2f6a8a7JmltdHM9MTcyMjI5NzYwMCZpZ3VpZD0yMDliNjRhMy1kMjdkLTYzODAtMmU0OC03MGY4ZDM3OTYyY2EmaW5zaWQ9NTIwMA&ptn=3&ver=2&hsh=3&fclid=209b64a3-d27d-6380-2e48-70f8d37962ca&psq=What+should+I+do+if+my+partner+wants+to+have+sex+but+I+don%e2%80%99t%3f&u=a1aHR0cHM6Ly93d3cucHN5Y2hvbG9neXRvZGF5LmNvbS91cy9ibG9nL215dGhzLWRlc2lyZS8yMDIwMDMvd2hhdC10cnktd2hlbi1vbmUteW91LXdhbnRzLXNleC10aGUtb3RoZXItZG9lc250&ntb=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How can I support a friend who’s struggling with sexual health issues?,"Supporting someone struggling with their sexual health issues requires empathy, undertanding and a willingness to listen. By creating a safe space for your loved one to talk too and educate yourself in the process. Try your best to offer emotional support encouraging them to seek professional help.",https://www.bing.com/ck/a?!&&p=3be4fc4f308b84d7JmltdHM9MTcyMjI5NzYwMCZpZ3VpZD0yMDliNjRhMy1kMjdkLTYzODAtMmU0OC03MGY4ZDM3OTYyY2EmaW5zaWQ9NTI0MA&ptn=3&ver=2&hsh=3&fclid=209b64a3-d27d-6380-2e48-70f8d37962ca&psq=How+can+I+support+a+friend+who%e2%80%99s+struggling+with+sexual+health+issues%3f&u=a1aHR0cHM6Ly93d3cuc3VwcG9ydGl2LmNvbS9ob3ctdG8taGVscC8xNS10aGluZ3MteW91LWNhbi1zYXktdG8tYS1mcmllbmQtd2hvcy1zdHJ1Z2dsaW5n&ntb=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are the signs of a manipulative or controlling partner?,"Signs of a manipulative partner or controlling partner may include: Lying, making excuses, ridiculling or criticizing constantly, isolating you from your friends and family and unclear expression of wants and needs.",https://www.wikihow.com/Recognize-a-Manipulative-or-Controlling-Relationship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How can I address and overcome sexual performance anxiety?,"To address and overcome sexual performances anxiety you can try Mindfulness Meditation, Guided Imagery, Therapy, Lifestyle Factors and Medication.",https://www.psychologytoday.com/intl/blog/what-would-aristotle-do/201105/some-tips-overcoming-sexual-performance-anxiety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What’s the impact of social media on body image and sexual self-esteem,These results invite you to reflect on the use of social networks and their impact on how persons feel about their body image and the sexual self-esteem. Try looking at yourself naked more often in a mirror and see how you feel about yourself afterwards.,https://www.bing.com/ck/a?!&&p=68eabe1a57c8a2fcJmltdHM9MTcyMjI5NzYwMCZpZ3VpZD0yMDliNjRhMy1kMjdkLTYzODAtMmU0OC03MGY4ZDM3OTYyY2EmaW5zaWQ9NTQ0Nw&ptn=3&ver=2&hsh=3&fclid=209b64a3-d27d-6380-2e48-70f8d37962ca&psq=What%e2%80%99s+the+impact+of+social+media+on+body+image+and+sexual+self-esteem%3f&u=a1aHR0cHM6Ly93d3cubmNiaS5ubG0ubmloLmdvdi9wbWMvYXJ0aWNsZXMvUE1DOTU2NjA2Ni8&ntb=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How can I tell if someone likes me?,"You can tell if someone likes you if they exchange eye contact , they stand taller, pull their shoulders and suck their stomach in and if they protect you.",https://www.bing.com/ck/a?!&&p=2fb9fea3f2e5049eJmltdHM9MTcyMjI5NzYwMCZpZ3VpZD0yMDliNjRhMy1kMjdkLTYzODAtMmU0OC03MGY4ZDM3OTYyY2EmaW5zaWQ9NTIwOA&ptn=3&ver=2&hsh=3&fclid=209b64a3-d27d-6380-2e48-70f8d37962ca&psq=How+can+I+tell+if+someone+likes+me%3f&u=a1aHR0cHM6Ly9pZGVhcG9kLmNvbS9ob3ctdG8tdGVsbC1pZi1zb21lb25lLWxpa2VzLXlvdS8&ntb=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What should I do if I have a crush on someone?,"If you have a crush on someone, you can: Stay calm and collected when you are around them if you want to keep your feelings a secret. Spend less time around the person if you're having a hard time hiding your feelings.",https://www.wikihow.com/Deal-With-a-Crush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How do I ask someone out?,"To ask someone out, follow these steps: Make eye contact and smile to show interest, approach the person and  introduce yourself, strike up a casual conversation, ask the person out and be diplomatic if they say no.",https://www.wikihow.com/Ask-Someone-Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What's the difference between liking someone and loving someone?,"Depth and Intensity: Liking involves fondness and enjoyment, while love goes beyond that to strong affection and attachment. Love is unconditional while liking is a more tender feeling.",https://differencely.com/liking-vs-loving/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What should I do if my crush doesn't like me back?,"Don't take it personally. Remeber that it's not a reflection of your personal worth. You don't like every person that likes you either. You can't force someone to like you back. Lastly, give yourself time to process how you feel.",https://www.joinonelove.org/learn/what-to-do-when-your-crush-doesnt-like-you-back/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How do I start a conversation with my crush?,"You can ask them for their opinion or advice, make a joke or a funny observation, you can bring up something you guys have in common. You can also ask them about their day.",https://relationshipculture.com/how-to-start-a-conversation-with-your-crush-10-ways/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What should I talk about on a first date?,"You can talk about their day/week, their future plans and career, social and political issues, their dationg intentions (if comfortable enough.) and their passions and hobbies.",https://www.bing.com/ck/a?!&&p=fd3d8e4fc1067cc2JmltdHM9MTcyMjI5NzYwMCZpZ3VpZD0yMDliNjRhMy1kMjdkLTYzODAtMmU0OC03MGY4ZDM3OTYyY2EmaW5zaWQ9NTIwOA&ptn=3&ver=2&hsh=3&fclid=209b64a3-d27d-6380-2e48-70f8d37962ca&psq=What+should+I+talk+about+on+a+first+date%3f&u=a1aHR0cHM6Ly93d3cubWluZGJvZHlncmVlbi5jb20vYXJ0aWNsZXMvd2hhdC10by10YWxrLWFib3V0LW9uLWZpcnN0LWRhdGU&ntb=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How can I make a good impression on a first date?,"To make a good impression on the first date you can: be early, be empathic, listen attentively, be mindful of your body language and posture and modulate your pitch and tone of voice.",https://tawkify.com/blog/start-dating/how-to-make-a-good-first-impression-on-a-date/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How do I know if I'm ready to start dating?,"You are comfortable being alone, your energy shifts around males, you know what you want in a partner and you understand what went wrong in your previous relationships and have recieved lessons.",https://www.huffpost.com/entry/5-signs-you-may-be-ready-start-dating_b_6669146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is it okay to date someone older or younger than me?,"There is no right answer to whether you should date someone older or younger than you are. Five to seven years is generally an acceptable age difference, but it depends on the situation. If you do decide to go for someone younger than you dont go any lower than 1 year.",https://www.wikihow.com/How-Much-of-an-Age-Difference-Is-Acceptable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How important is physical attraction in a relationship?,"Physical attraction is equally important to both men and women. Attractiveness tends to be more a more important factor in dating decisions than traits like personality, education and intelligence.",https://www.bing.com/ck/a?!&&p=d5d4400a56492d8cJmltdHM9MTcyMjI5NzYwMCZpZ3VpZD0yMDliNjRhMy1kMjdkLTYzODAtMmU0OC03MGY4ZDM3OTYyY2EmaW5zaWQ9NTQ3NA&ptn=3&ver=2&hsh=3&fclid=209b64a3-d27d-6380-2e48-70f8d37962ca&psq=How+important+is+physical+attraction+in+a+relationship%3f&u=a1aHR0cHM6Ly93d3cucHN5Y2hvbG9neXRvZGF5LmNvbS91cy9ibG9nL2RhdGluZy1hbmQtbWF0aW5nLzIwMTcwMS93aHktcGh5c2ljYWwtYXR0cmFjdGlvbi1tYXR0ZXJzLWFuZC13aGVuLWl0LW1pZ2h0LW5vdCM6fjp0ZXh0PUtleSUyMHBvaW50cyUyMDElMjBFeHBlcmltZW50YWwlMjBkYXRpbmclMjByZXNlYXJjaCUyMHNob3dzJTIwdGhhdCxwaHlzaWNhbCUyMGF0dHJhY3RpdmVuZXNzJTIwYmVjb21lcyUyMGZvciUyMG1haW50YWluaW5nJTIwYSUyMGxvbmctdGVybSUyMHJlbGF0aW9uc2hpcC4&ntb=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How can I tell if a relationship is healthy?,"Listening and communicationg without judgement, trusting respecting one another, making time for each other and spending time to get to know eachother.",https://www.everydayhealth.com/emotional-health/healthy-relationships/guide/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How do I build trust in a relationship?,"Be open and willing to work on the relationship, create new position experiences together, to one another, understand your own needs and expectations.",https://www.bing.com/ck/a?!&&p=101b66991abf34e6JmltdHM9MTcyMjI5NzYwMCZpZ3VpZD0yMDliNjRhMy1kMjdkLTYzODAtMmU0OC03MGY4ZDM3OTYyY2EmaW5zaWQ9NjAyNQ&ptn=3&ver=2&hsh=3&fclid=209b64a3-d27d-6380-2e48-70f8d37962ca&psq=how+to+build+trust+in+a+relationship&u=a1aHR0cHM6Ly93d3cudmVyeXdlbGxtaW5kLmNvbS9ob3ctdG8tYnVpbGQtdHJ1c3QtaW4tYS1yZWxhdGlvbnNoaXAtNTIwNzYxMQ&ntb=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How do I communicate better with my partner?,Let go of blame. It;s okay for there to be a problem without finding cause. Tolerate two different viewpoints. Keep in mind that nothing is is absoulutely black and white.,https://www.bing.com/ck/a?!&&p=63f632abf645d0a0JmltdHM9MTcyMjI5NzYwMCZpZ3VpZD0yMDliNjRhMy1kMjdkLTYzODAtMmU0OC03MGY4ZDM3OTYyY2EmaW5zaWQ9NTIwNg&ptn=3&ver=2&hsh=3&fclid=209b64a3-d27d-6380-2e48-70f8d37962ca&psq=How+do+I+communicate+better+with+my+partner%3f+&u=a1aHR0cHM6Ly9wc3ljaGNlbnRyYWwuY29tL2Jsb2cvY3VsdGl2YXRpbmctY29udGVudG1lbnQvMjAyMC8wNy8yMi1zdGVwcy10by1iZXR0ZXItY29tbXVuaWNhdGlvbi1pbi15b3VyLXJlbGF0aW9uc2hpcHM&ntb=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What should I do if my partner doesn't listen to me?,"If you feel your partner isn't listening, it's worth telling them that. Don't assume they know what you're thinking. They may have no idea that you're feeling ignored.
The key is to be honest and kind—that is, say what you mean, but do it without hurting your partner. ","https://www.verywellmind.com/why-your-spouse-wont-listen-2303207#:~:text=If%20you%20feel%20your%20partner,it%20without%20hurting%20your%20partner.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How do I handle arguments or conflicts in a relationship?,"To handle guilt or shame about sex, start by expressing your feelings openly. Avoid blaming yourself or your partner, and focus on one issue at a time. Keep communication clear and honest, and be open to different perspectives. Don’t stress over small issues and try to assume that others, including your partner, have good intentions.",https://www.nu.edu/blog/seven-conflict-resolution-tips-for-couples/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How can I support my partner during tough times?,"To support your partner during tough times, start by encouraging open communication so you both share what’s going on. Set clear expectations for how you can help each other. Boost their confidence and make them feel respected. Ensure they’re comfortable both physically and emotionally. Clarify how each of you can support the other, and manage their needs while taking care of your own well-being.

",https://mentalhealthmatch.com/articles/articles/relationships/supporting-partner-through-difficult-times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How do I set boundaries in a relationship?,"To set boundaries, start by clearly expressing what you’re comfortable with and what you’re not. Be honest about your needs and make sure both you and your partner respect these limits. Consistently stick to your boundaries and discuss them regularly, adjusting as needed to fit changes in your relationship.
",https://www.helpguide.org/articles/relationships-communication/setting-healthy-boundaries-in-relationships.htm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What should I do if my partner pressures me to do something I'm not comfortable with?,Communicate with them about your unease of the activity that they are being pressured with doing. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How do I know if my relationship is moving too fast?," Sure sign that a relationship is moving too quickly is if you have trouble making decisions without your partner early on. It’s not uncommon for people to lose themselves in their relationship, and over time couples find themselves dressing, speaking and even acting in a similar manner. ","https://www.joinonelove.org/learn/is-your-relationship-moving-at-a-healthy-pace-according-to-experts/#:~:text=A%20sure%20sign%20that%20a,acting%20in%20a%20similar%20manner.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How do I break up with someone respectfully?,"When breaking up, start by acknowledging the positive aspects of your time together. Explain what’s not working and why you believe ending the relationship is the right choice. Clearly state your decision to break up and apologize for any hurt this might cause. Offer some kind or positive words to show you care. Finally, be open to listening to their feelings and thoughts about the situation.",https://kidshealth.org/en/teens/break-up.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How can I stay friends with an ex after a breakup?,"Give Yourself Time,Feel Your Feelings,Decide What Type of Friendship You Want to Have,Set & Respect Boundaries,Bring In The New, Continue To Pursue Other Relationships, Maintain Open Communication.",https://www.choosingtherapy.com/can-you-be-friends-with-your-ex/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How do I handle jealousy in a relationship?,"To handle jealousy, talk openly about it with your partner, understand that it often comes from insecurity, manage your emotions, focus on maintaining the relationship, and look at your own issues before pointing fingers.",https://www.choosingtherapy.com/jealousy-in-a-relationship/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How can I balance my relationship with friendships and other commitments?,"Acknowledge and openly talk,Be mindful,Have a discussion with your partner,Master the art of the group hang,Scale back on the PDA,Put yourself in your single friends' shoes,Be responsive. 
",https://www.google.com/search?q=How+can+I+balance+my+relationship+with+friendships+and+other+commitments%3F&rlz=1CAYJDV_enKN1119&oq=How+can+I+balance+my+relationship+with+friendships+and+other+commitments%3F&gs_lcrp=EgZjaHJvbWUyBggAEEUYOdIBBzU5N2owajmoAgCwAgA&sourceid=chrome&ie=UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How do I introduce my partner to my family?,"Make sure to keep the conversation casual when your PARTNER meets your parents for the first time. When you get to the spot, start with introductions and light conversation to get things warmed up.",https://www.google.com/search?q=How+do+I+introduce+my+partner+to+my+family%3F&sca_esv=762b243e168af4eb&rlz=1CAYJDV_enKN1119&sxsrf=ADLYWIIrBkK8OyZQ5yCBqH1SBD7Y46fpbw%3A1722351021500&ei=rf2oZuSXHrqqwbkPk7edyQc&ved=0ahUKEwikosLGgc-HAxU6VTABHZNbJ3kQ4dUDCA8&uact=5&oq=How+do+I+introduce+my+partner+to+my+family%3F&gs_lp=Egxnd3Mtd2l6LXNlcnAiK0hvdyBkbyBJIGludHJvZHVjZSBteSBwYXJ0bmVyIHRvIG15IGZhbWlseT8yBhAAGBYYHjIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHjILEAAYgAQYhgMYigUyCBAAGIAEGKIEMggQABiABBiiBEiwD1D3BVj3BXABeAGQAQCYAaQBoAGkAaoBAzAuMbgBA8gBAPgBAfgBApgCAqACxwGoAhPCAgcQIxgnGOoCwgIUEAAYgAQYkQIYtAIYigUY6gLYAQHCAhQQABiABBjjBBi0AhjpBBjqAtgBAZgDGLoGBggBEAEYAZIHAzEuMaAH-gk&sclient=gws-wiz-serp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How do I handle it if my family doesn't approve of my relationship?,"the relationship can still absolutely work, neither of you is dating the parents, but understand that it will probably get hard since one of your support systems will not be participating","https://www.quora.com/Can-a-relationship-work-if-your-parents-dont-like-your-significant-other-Will-the-other-feel-lesser-over-time-throw-in-the-towel-How-do-you-deal-with-disapproving-parents#:~:text=the%20relationship%20can%20still%20absolutely,systems%20will%20not%20be%20participating.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How can I make my relationship stronger?,"Work on communication skills, Strong relationships are built on effective communication,Do regular maintenance,Adjust your expectations,Create rituals,Plan dates and surprises for each other,Plan for roadblocks,Give each other space,Be active together.",https://www.militaryonesource.mil/relationships/married-domestic-partner/9-tips-for-keeping-your-relationship-strong-and-healthy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How do I know if I'm in love?,"When you’re in love with someone, you’ll start to develop strong compassion for them. The powerful urge to be connected to this person brings new aspects to your relationship, such as emotional or physical intimacy, passion, and a desire to know everything about them, and be known by them in return","https://www.healthline.com/health/relationships/how-do-you-know-you-love-someone#:~:text=When%20you're%20in%20love%20with%20someone%2C%20you'll,known%20by%20them%20in%20return.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How do I express my feelings to my partner?,"Use plain language that clearly expresses how you feel and why you feel that way. Ask for support if you need it. It's possible the person with whom you're sharing your feelings may not react in the way you hope or expect, so be prepared to exit the conversation if your emotions begin","https://www.betterhelp.com/advice/love/things-i-love-about-you-guide-to-sharing-your-feelings/#:~:text=Use%20plain%20language%20that%20clearly,your%20emotions%20begin%20to%20escalate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
